"word" "definition"
"강도-몽유록" "조선 시대의 한문 소설. 병자호란 중 강화도 함락을 소재로 한 몽유록계 작품으로, 부녀자들의 입을 통하여 나라를 망친 조신(朝臣)들을 고발한 내용이다. 작가와 연대는 알 수 없다."
