"word" "definition"
"상부^구조" "『교통』선로에서, 노반 위에 설치된 부분을 이르는 말."
"상부^구조" "『사회』유물 사관에서, 정치ㆍ법률ㆍ도덕ㆍ예술 따위의 관념 및 이에 대응하는 제도와 기관들을 이르는 말. 사회 형성의 토대가 되는 경제적 구조에 의하여 규정된다. 마르크스주의의 용어이다. ≒상층 건축ㆍ상층 구조01(上層構造)."
