"word" "definition"
"이십팔^부중" "천수관음을 따라다니는 호법선신. 특히 진언 다라니를 외우는 사람을 지킨다고 한다. 밀적금강사(密迹金剛士), 오추군도앙구시(烏芻君荼央俱尸), 마혜나라연(摩醯那羅延), 금비라타가비라(金毘羅陀迦毘羅), 파삽파루나(婆馺婆樓那), 만선차발진타라(滿善車鉢眞陀羅), 살차마화라(薩遮摩和羅), 구란단타반지라(鳩蘭單陀半祗羅), 필파가라왕(畢婆伽羅王), 비다살화라(毘多薩和羅), 범마삼발라(梵摩三鉢羅), 염마라(炎摩羅), 제석천, 대변공덕천(大辯功德天), 제두뢰타왕(提頭賴吒王), 신모녀(神母女), 비루륵차(毘樓勒叉), 비루박차(毘樓博叉), 비사문천, 금색공작왕(金色孔雀王), 이사나천(伊舍那天), 마니발타라(摩尼跋陀羅), 불라파(弗羅婆), 난타발난타(難陀跋難陀), 대신아수라(大身阿修羅), 수화뇌전신(水火雷電神), 구반도(鳩槃荼), 비사사(毘舍闍)이다."
