"word" "definition"
"로이터" "독일의 작가(1810 ~1874). 북부 독일의 사투리를 사용하여 깊은 정감과 유머가 풍부한 생활을 그려 향토 문학의 선구가 되었다. 작품에 , , ,  따위가 있다."
