"word" "definition"
"김-정희" "조선 후기의 문신ㆍ서화가(1786~1856). 자는 원춘(元春). 호는 완당(阮堂)ㆍ추사(秋史)ㆍ시암(詩庵)ㆍ예당(禮堂)ㆍ노과(老果)ㆍ농장인(農丈人)ㆍ천축고선생(天竺古先生). 순조 19년(1819)에 문과에 급제하여, 벼슬이 이조 참판에 이르렀다. 학문 연구에 대해서는 실사구시를 주장하였고, 서예에서는 추사체를 완성하였다. 고증학, 금석학에도 밝아 북한산에 있던 진흥왕 순수비를 고증하였다. 작품에 , ,  따위가 있으며, 저서에 ≪완당집≫, ≪금석과안록≫ 따위가 있다."
