"word" "definition"
"오리-나무" "자작나뭇과의 덤불오리나무, 두메오리나무, 물오리나무, 잔털오리나무 따위를 통틀어 이르는 말."
"오리-나무" "자작나뭇과의 낙엽 활엽 교목. 높이는 20미터 정도이며, 잎은 어긋나고 긴 타원형 또는 넓은 피침 모양으로 가장자리에 톱니가 있다. 3월에 잎보다 먼저 어두운 자갈색 단성화가 피고 열매는 편평한 넓은 타원형의 견과(堅果)로 가을에 익는다. 재목은 건축과 가구 제작에 쓰고 껍질과 열매는 타닌을 함유하여 염료로 쓴다. 습지에서 자라는데 한국, 일본, 중국 등 동북아시아에 분포한다. ≒유리목ㆍ적양01(赤楊). (Alnus japonica) "
