"word" "definition"
"페데" "벨기에 출신의 프랑스의 영화감독(1888~1948). 무성 영화 시대에 자연주의 영화의 기초를 마련하였으며, 프랑스 토키를 대표하는 감독이 되었다. 작품에 , , ,  따위가 있다."
