"word" "definition"
"창-꼬치" "꼬치고깃과의 바닷물고기. 몸은 길고 납작하며 등 쪽이 푸른빛을 띤 갈색, 배 쪽은 연한 갈색이고 지느러미는 노란색이다. 주둥이가 길게 뻗어 있다. 한국, 중국, 필리핀 등지에 분포한다. (Sphyraena obtusata)"
