"word" "definition"
"이십사-효" "중국 원나라 곽거경(郭居敬)이 선정한 스물네 명의 효행자(孝行者). 우순, 전한의 문제, 증삼(曾參), 민손(閔損), 중유(仲由), 동영(董永), 염자(剡子), 강혁(江革), 육적(陸績), 당부인(唐夫人), 오맹(吳猛), 왕상(王祥), 곽거, 양향(楊香), 주수창(朱壽昌), 유검루(庾黔婁), 노래자, 채순(蔡順), 황향(黃香), 강시(姜詩), 왕포(王褒), 정란(丁蘭), 맹종(孟宗), 황정견이다. "
