"word" "definition"
"진도^계급" "지진의 강도를 사람의 몸에 느끼는 감각, 건물이 받는 영향 등의 정도에 따라 몇 가지 계급으로 구분한 것. 우리나라에서는 무감각 지진, 미진, 경진, 약진, 중진, 강진, 열진, 격진으로 나눈다."
