"word" "definition"
"로저스" "미국의 작곡가ㆍ프로듀서(1902~1979). 극작가이며 뮤지컬 작사가인 해머스타인과 제휴하여 , ,  따위의 많은 뮤지컬을 썼으며, 와 으로 퓰리처상을 받았다."
