"word" "definition"
"원형^비평" "꿈, 신화, 의식 따위의 원시적 형태 속에 보편적으로 들어 있는 생각, 성격, 행위, 대상 따위를 인류의 원형적 패턴으로 보고 그것을 문학 작품 속에서 통시적으로 찾아내려고 하는 비평. 보드킨(Bodkin, M.)과 프라이(Frye, H. N.)와 같은 사람이 대표적인 이론가이다."
