"word" "definition"
"북대서양^조약" "미국과 서유럽 여러 나라가 소련을 비롯한 동유럽의 공산권 세력에 대항하기 위하여 1949년 4월 워싱턴에서 체결한 상호 방위 조약. 가맹국 가운데 어느 한 나라가 무력 공격을 받으면 전 가맹국이 집단적으로 자위권을 행사할 것을 결의하였다. 미국, 캐나다, 영국, 프랑스, 네덜란드, 벨기에, 룩셈부르크, 노르웨이, 덴마크, 아이슬란드, 포르투갈, 이탈리아 등 12개국이 조인하였으며, 뒤에 서독, 그리스, 터키가 추가로 가맹하였다."
