"word" "definition"
"외-배엽" "후생동물의 발생 과정에서 생기는 배자(胚子)의 원시 배아층 가운데서 바깥층을 형성하는 부분. 표피와 표피의 유도 조직, 모든 신경 조직, 감각 기관, 항문과 구강의 내면으로 발달한다."
