"word" "definition"
"로셀리니" "이탈리아의 영화감독(1906~1977). 기록 영화의 즉흥적인 연출이 특색으로 나치 점령 아래의 저항 운동을 그린 신사실주의의 대표자이다. 작품에 , ,  따위가 있다. "
