"word" "definition"
"열씨-온도" "온도 단위의 하나. 얼음의 녹는점을 0℃, 물의 끓는점을 80℃로 하는 단위이다. 1730년에 프랑스의 레오뮈르가 정하였으나, 지금은 거의 사용하지 않는다. 기호는 ˚R. ≒열씨02(列氏)."
