"word" "definition"
"보충^화면" "영화에서, 인물이나 사건에는 직접 관련되지 아니하는 화면. 인물의 내면 심리 세계를 나타내거나 영화의 정서적 여운을 보충하는 데 쓰며, 시간과 공간의 생략이나 비약을 순탄하고 자연스럽게 느끼도록 하는 데 효과적이다. 삽입 화면, 편집 화면, 설명 화면 따위가 여기에 속한다."
