"word" "definition"
"봉황" "예로부터 중국의 전설에 나오는, 상서로움을 상징하는 상상의 새. 기린, 거북, 용과 함께 사령(四靈) 또는 사서(四瑞)로 불린다. 수컷은 ‘봉’, 암컷은 ‘황’이라고 하는데, 성천자(聖天子) 하강의 징조로 나타난다고 한다. 전반신은 기린, 후반신은 사슴, 목은 뱀, 꼬리는 물고기, 등은 거북, 턱은 제비, 부리는 닭을 닮았다고 한다. 깃털에는 오색 무늬가 있고 소리는 오음에 맞고 우렁차며, 오동나무에 깃들이어 대나무 열매를 먹고 영천(靈泉)의 물을 마시며 산다고 한다. ≒단조01(丹鳥)「1」ㆍ봉12(鳳)「1」ㆍ봉새02ㆍ봉조02(鳳鳥)ㆍ봉황새ㆍ인조04(仁鳥)."
