"word" "definition"
"흰털-바늘꽃" "바늘꽃과의 여러해살이풀. 높이는 30cm 정도이며, 잎은 마주나고 피침 모양이다. 8월에 엷고 붉은 자주색 꽃이 잎겨드랑이에 피고 열매는 긴 삭과(蒴果)로 10월에 익는다. 산지(山地)에서 자라는데 경북 울릉도와 함남 원산에 분포한다. (Epilobium coreanum)"
