"word" "definition"
"삼탄-강" "겉면만을 삼탄하여 굳힌 강철. 내부가 인성(靭性)이어서 마찰이나 닳아 없어지는 일에 잘 견디므로, 충격이나 진동을 많이 받는 부분에 쓴다."
