"word" "definition"
"오가-전집" "김택수(金澤洙)가 이선유(李善有)의 창본(唱本)을 채록하여 펴낸 판소리 사설집. , , , , 의 다섯 판소리에 대하여 창의 장단을 모두 붙이고 창자(唱者)들이 직접 정리한 자료로 가치가 크다. 1933년에 간행되었다."
