"word" "definition"
"이-상좌" "조선 전기의 화가(?~?). 자는 공우(公祐). 호는 학포(學圃). 산수화와 인물화를 잘 그렸다. 중종의 특명으로 도화서의 벼슬자리를 받고, 중종의 초상화를 그렸다. 작품에 , ,  따위가 있다."
