"word" "definition"
"베다" "인도 바라문교 사상의 근본 성전이며 가장 오래된 경전. 기원전 2000년부터 기원전 1100년에 이루어졌으며, 인도의 종교ㆍ철학ㆍ문학의 근원을 이루는 것으로 리그베다, 야주르베다, 사마베다, 아타르바베다의 네 가지가 있다. ≒베다경."
