"word" "definition"
"유교-칠신" "조선 시대에, 선조가 승하할 때 유명(遺命)을 내린, 신임하던 일곱 사람의 신하. 유영경, 한응인, 박동량, 서성, 신흠, 허성, 한준겸 등을 이르며, 유명의 내용은 자기가 죽은 뒤에 어린 영창 대군을 잘 보살피라는 것이었다."
