"word" "definition"
"병대벌렛-과" "곤충강 딱정벌레목의 한 과. 몸의 길이는 소형종이 4mm, 대형종이 2.5cm 정도이고 대개 가늘며 연약하다. 더듬이는 실 또는 빗살 모양으로 11 마디이고 식육성으로 다른 곤충을 잡아먹으며 암수의 형태적 차이가 없다. 전 세계에 분포하는데 병대벌레, 애병대벌레, 왕병대벌레 따위의 1,500여 종이 있다. (Cantharidae)"
