"word" "definition"
"사수" "흐르지 아니하는 물. ≒정체수「1」."
"사수" "『물리』유체(流體) 속의 물체 뒤에 생기는, 흐름이 거의 없는 부분. ≒정체수「2」."
"사수" "『북한어』『해양』죽은 물이라는 뜻으로, 소금기가 많고 밀도가 큰 바닷물 겉면에 소금기가 적고 밀도가 작은 강물이 깔린 구역의 물. 이런 물에서는 배의 추진력이 내파를 일으키는 데에 소비되므로 작은 배가 앞으로 나가지 못한다."
