"word" "definition"
"러셀ㆍ아인슈타인^선언" "1955년 7월에 영국의 철학자 러셀(Russell, B. A. W.)이 아인슈타인(Einstein, A.)과 함께 핵무기 폐기 협정 체결을 제창한 성명. 미국, 소련, 영국, 프랑스, 중국, 캐나다의 원수나 수상에게 핵무기 전쟁에 의한 인류 멸망의 위기를 경고하고 전쟁 회피를 강조하는 내용으로 편지를 보냈다. 브리지먼, 인펠트, 파웰, 뮐러, 유카와 히데키(湯川秀樹) 등 아홉 명의 세계적 과학자가 찬성하여 서명하였다. ≒러셀 성명."
