"word" "definition"
"알다" "((‘…을’ 대신에 ‘…에 대하여’가 쓰이기도 한다))"
"알다" "교육이나 경험, 사고 행위를 통하여 사물이나 상황에 대한 정보나 지식을 갖추다."
"알다" "어떤 사실이나 존재, 상태에 대해 의식이나 감각으로 깨닫거나 느끼다."
"알다" "심리적 상태를 마음속으로 느끼거나 깨닫다."
"알다" "((주로 ‘알아서’의 꼴로 쓰여))사람이 어떤 일을 어떻게 할지 스스로 정하거나 판단하다."
"알다" "((주로 ‘-을 줄 알다’ 구성으로 쓰여))어떤 일을 할 능력이나 소양이 있다."
"알다" "((주로 ‘알 바 아니다’ 구성으로 쓰여))어떤 일에 대하여 관여하거나 관심을 가지다."
"알다" "잘 모르던 대상에 대하여 그 좋은 점을 깨달아 가까이하려 하다."
"알다" "((주로 ‘…만’ 뒤에 쓰여))어떤 사람이나 사물에 대하여 소중히 생각하다."
"알다" "상대편의 어떤 명령이나 요청에 대하여 그대로 하겠다는 동의의 뜻을 나타내는 말."
"알다" "((‘…과’가 나타나지 않을 때는 여럿임을 뜻하는 말이 주어로 온다))((‘…을’ 대신에 ‘…에 대하여’가 쓰이기도 한다))"
"알다" "다른 사람과 사귐이 있거나 안면이 있다."
"알다" "어떤 사물이나 사람에 대하여 그것을 어떠한 성격을 가진 것으로 여기다."
"알다" "어떠한 사실에 대하여 그러하다고 믿거나 생각하다."
