"word" "definition"
"가짓-과" "쌍떡잎식물 통꽃류의 한 과. 초본 또는 목본으로 전 세계에 82속 1,700여 종이 있다. 우리나라에는 가지, 독말풀, 사리풀, 담배, 감자, 토마토, 고추, 피튜니아, 꽈리, 미치광이, 까마중 따위의 15속 30여 종이 재배되고 있다. (Solanaceae)"
