"word" "definition"
"우라-지다" "((‘우라질’, ‘우라지게’ 꼴로 쓰여))"
"우라-지다" "오라를 지는 것처럼 잘못되거나 나쁘게 된다는 뜻으로, 몹시 마음에 맞지 아니함을 비속하게 이르는 말. ‘오라지다’가 변한 말이다. "
