"word" "definition"
"단-모음" "소리를 내는 도중에 입술 모양이나 혀의 위치가 달라지지 않는 모음. 국어의 단모음은 ‘ㅏ’, ‘ㅐ’, ‘ㅓ’, ‘ㅔ’, ‘ㅗ’, ‘ㅚ’, ‘ㅜ’, ‘ㅟ’, ‘ㅡ’, ‘ㅣ’이며, 이 중 ‘ㅚ, ㅟ’는 이중 모음으로 발음할 수도 있다. ≒홑홀소리."
