"word" "definition"
"봉화-군" "경상북도 북부에 있는 군. 주요 산물은 농산물ㆍ임산물ㆍ광산물 따위이며, 청량산ㆍ각화사와 같은 명승고적이 있다. 군청 소재지는 봉화, 면적은 1,200.98㎢."
