"word" "definition"
"양태" "양탯과의 바닷물고기. 몸의 길이는 50cm 정도이고 아래위로 넓죽하며, 등은 어두운 갈색, 배는 흰색이다. 머리는 크고 꼬리는 가늘다. 한국, 일본, 남중국해, 대만, 필리핀, 말레이시아, 타이, 인도양, 홍해 등지에 분포한다. ≒낭태(浪太)ㆍ낭태어ㆍ우미어. (Platycephalus indicus)"
