"word" "definition"
"이십팔-장" "중국 후한 명제(明帝) 때에 광무제의 공신으로 그 초상화가 운대(雲臺)에 그려진 이십팔 인의 무장(武將). 곧 등우(鄧禹), 마성(馬成), 오한(吳漢), 왕양(王梁), 가복(賈復), 진준(陳俊), 경감(耿弇), 두무(杜茂), 구순(寇恂), 부준(傅俊), 잠팽(岑彭), 견심(堅鐔), 풍이(馮異), 왕패(王霸), 주우(朱祐), 임광(任光), 제준(祭遵), 이충(李忠), 경단(景丹), 만수(萬脩), 개연(蓋延), 비동(邳彤), 조기(銚期), 유식(劉植), 경순(耿純), 장궁(臧宮), 마무(馬武), 유융(劉隆)이다."
