"word" "definition"
"상제-나비" "흰나빗과의 곤충. 편 날개의 길이는 8~10mm이며, 몸빛은 검은데 잿빛을 띤 흰색 털이 나 있다. 애벌레로 겨울을 보내고 성충은 6~7월에 꽃에 모이는데, 애벌레는 사과나무, 벚나무 따위의 잎을 갉아 먹는다. 한국, 일본, 중국, 아무르, 러시아의 사할린ㆍ시베리아, 유럽 등지에 분포한다. (Aporia crataegi)  "
