"word" "definition"
"식물^플랑크톤" "물속에서 부유 생활을 하고 있는 단세포 조류(藻類). 또는 다세포성 조류(藻類).  플랑크톤으로 되어 있으며 표층 가까이에 분포하여 광합성에 의하여 영양 생성층을 형성한다. ≒식물성 플랑크톤."
