"word" "definition"
"미그^전투기" "소련의 대표적인 전투기. 이름은 설계자인 미코얀(Mikoyan)과 구레비치(Gurevich)의 머리글자를 딴 것으로, 1940년에 완성된 미그 1을 시작으로, 제이 차 세계 대전에서 활약한 미그 3, 소련 최초의 본격적 제트 전투기 미그 9를 거쳐, 6ㆍ25 전쟁에 사용된 미그 15가 유명하며, 계속해서 미그 19, 21, 23, 25, 29, 31 등이 개발되었다. ≒미그기."
