"word" "definition"
"가지-번호" "일정한 차례로 매긴 번호에서 다시 가지를 치듯 갈라져 나가는 차례에 매긴 번호. ‘1, 2,  3, 4-1, 4-2, 5, ……’에서 ‘-1, -2’ 따위이다. "
