"word" "definition"
"준안정^상태" "양자 역학에서, 들뜬상태가 오래도록 계속되는 상태."
"준안정^상태" "열역학에서, 상전이(相轉移)가 일어날 온도를 넘었는데도 앞의 상에 머물고 있는 상태. 과열이나 과냉 상태 따위가 있다."
