"word" "definition"
"모차르트" "오스트리아의 작곡가(1756~1791). 하이든과 함께 18세기의 빈 고전파를 대표하는 한 사람으로, 고전파의 양식을 확립하였다. 작품에 40여 곡의 교향곡, 각종 협주곡, 가곡, 피아노곡, 실내악, 종교곡이 있으며, 오페라 , ,  따위가 있다."
