"word" "definition"
"오-사례" "하느님이 내려 주신 다섯 가지 은혜를 감사하는 기도문. 하느님이 기르시고 돌보시는 은혜, 강생 구속의 은혜, 죄를 사해 주시고 은총을 주시는 은혜, 교회로 인도하시고 천국으로 이끄시는 은혜, 이제까지 내려 주신 모든 은혜에 대한 감사이다. ≪가톨릭 기도서≫에는 수록하지 않았다."
