"word" "definition"
"도-만호" "고려 시대에 둔, 순군만호부의 으뜸 벼슬."
"도-만호" "고려 말기ㆍ조선 초기에, 각 도(道)의 수군을 거느리던 종삼품의 무관 벼슬."
