"word" "definition"
"허리-선" "사람의 몸이나 옷에서, 허리를 이루는 선. ≒요선02(腰線)ㆍ웨이스트01「3」ㆍ허리둘레선."
"허리-선" "『북한어』높이가 있는 물건에서, 허리를 이루는 선."
