"word" "definition"
"장-음정" "장조(長調)를 이루는 음정. 장조에서 4, 5, 8도(度)를 제외한 기타 음정을 말하며, 이것이 장조를 결정한다. 장이도(長二度)ㆍ장삼도(長三度) 따위로 부르며, 특히 장삼도는 장조에서 중요하다."
