"word" "definition"
"적미의^난" "중국에서 왕망이 세운 신나라 말기에 일어난 농민의 대반란. 왕망의 정권이 무너진 뒤에도 화베이(華北) 등지에서 세력을 떨쳤으나, 후에 후한(後漢)의 광무제가 된 유수에게 평정되었다."
