"word" "definition"
"고금-기가" "조선 시대의 가집(歌集). 가사(歌辭) 형식의 노래를 수록한 것으로 , , ,  따위가 실려 있으며, 특히 , 는 다른 가집에서는 볼 수 없는 작품이다. 1책."
