"word" "definition"
"직업^행정" "직업 소개, 직업 지도, 직업 보도(輔導), 감독자의 훈련, 실업 구제 따위에 관한 행정. 국민의 직업 안정과 완전 고용을 실현하기 위하여 실시한다."
