"word" "definition"
"문-설주" "문짝을 끼워 달기 위하여 문의 양쪽에 세운 기둥. ≒문곁설중방ㆍ문기둥ㆍ문선05(門楦)ㆍ문주02(門柱)ㆍ선단01「2」ㆍ선틀ㆍ설주01「1」.  "
