"word" "definition"
"전회교예" "돌기를 기본으로 하여 이루어지는 체조. 앞돌기, 뒤돌기, 앞공중돌기, 위공중돌기, 옆돌기, 옆공중돌기를 기본으로 하면서, 2회전, 3회전, 4회전 또는 뒤로 돌면서 옆으로 도는 360도, 720도, 1,080도 회전으로 이루어지는데, 철봉 또는 그네와 같이 매달린 상태에서 진행하는 회전과 텀블링이나 널과 같이 탄력을 이용하여 진행하는 회전이 있다."
