"word" "definition"
"트라이아졸" "고리 안에 세 개의 질소 원자를 가진 불포화 5원자 복소 고리 화합물. 1,2,3-트라이아졸과 1,2,4-트라이아졸의 두 가지 이성질체가 있다. ≒트리아졸."
