"word" "definition"
"방사성^동위^원소" "방사성을 가지는 동위 원소. 칼륨 40 따위와 같이 천연으로 있는 것과 원자로, 사이클로트론 따위를 써서 인공적으로 만드는 것이 있다. 농학, 의학, 생물학 연구에 널리 쓴다. ≒라디오아이소토프ㆍ방사성 동위체."
