"word" "definition"
"몰리에르" "프랑스의 극작가ㆍ배우(1622~1673). 본명은 장 밥티스트 포클랭(Jean Baptiste Poquelin). 코르네유, 라신과 함께 프랑스 고전극을 대표하는 인물로 여러 가지 복잡한 성격을 묘사함으로써 프랑스 희극을 시대의 합리적 정신에 합치되는 순수 예술로 끌어올렸다. 작품에 , , ,  따위가 있다."
