"word" "definition"
"십삼-도" "조선 고종 33년(1896)에 지방 제도의 개정에 따라 구획한 열세 도. 전라남도, 전라북도, 충청남도, 충청북도, 경상남도, 경상북도, 경기도, 황해도, 강원도, 평안남도, 평안북도, 함경남도, 함경북도를 이른다. ≒조선 십삼도."
