"word" "definition"
"살류트" "소련의 유인 궤도 과학 우주 정거장. 소유스(Soyuz) 10, 11, 14호와 만나서 비행사들이 이 우주 정거장에 옮겨 타 각종 실험을 하였다. 큰 태양 전지를 펼치며 최초의 유인 우주 정거장을 이루었다."
