"word" "definition"
"켈리" "모나코의 왕비(1929~1982). 할리우드의 여배우로서 , ,  따위의 작품에 출연하였으며, 1954년에 로 아카데미 여우 주연상을 받았다. 1956년에 모나코 왕과 결혼하였다."
