"word" "definition"
"법고" "절에서 예불할 때나 의식을 거행할 때에 치는 큰북."
"법고" "부처 앞에서 치는, 쇠가죽으로 만든 조그마한 북."
"법고" "북소리가 널리 퍼진다는 뜻으로, ‘불법02(佛法)’을 비유적으로 이르는 말."
