"word" "definition"
"윤-효중" "조각가(1917~1967). 호는 불재(弗齋). 일본 도쿄 미술 학교 조각과를 졸업하고 홍익 대학교 교수를 거쳐 국전(國展) 심사 위원과 한국 미술 협회 부이사장을 지냈다. 대표작으로는 , , , ,  따위가 있다."
