"word" "definition"
"악장-가사" "고려 시대부터 조선 초기까지의 속악(俗樂)과 가곡(歌曲)을 수록한 책. 조선 중종과 명종 사이에 일설에 박준(朴浚)이 엮었다고 전하며 , , , ,  따위의 24편의 시가(詩歌)가 실려 있다. ≒국조사장."
