"word" "definition"
"로르카" "에스파냐의 시인ㆍ극작가(1898~1936). 시와 희곡에서 전통적 양식과 현대적 양식을 훌륭하게 융합했다는 평가를 받았는데, 에스파냐 내란 당시 팔랑헤 당원에게 사살되었다. 작품에 시집 ≪집시 가집≫, 희곡 , ,  따위가 있다."
