"word" "definition"
"플라토노프" "소련의 소설가(1899~1951). 중편 으로 문단에 진출하였으나, 반체제적 작품 때문에 빛을 보지 못하다가, 스탈린 격하 후에 비로소 재평가되었다. 작품에 중편 , ,  따위가 있다."
