"word" "definition"
"수식" "겉모양을 꾸밈."
"수식" "문장의 표현을 화려하게, 또는 기교 있게 꾸밈."
"수식" "『언어』문장에서, 체언과 용언에 말을 덧붙여 뜻을 더욱 분명하게 하는 일."
