"word" "definition"
"정-도전" "고려 말기ㆍ조선 전기의 문인ㆍ학자(1342~1398). 자는 종지(宗之). 호는 삼봉(三峯). 이색의 문인으로, 조선 개국 일등 공신이 되었으며 성리학을 지도 이념으로 내세워 불교를 배척하였다. 전략, 외교, 법제, 행정에 밝았으며 시와 문장에 뛰어나 ≪고려사≫ 37권을 개수하고, ,  따위의 악장을 지었다. 저서에 ≪조선경국전≫, ≪경제육전≫과 문집 ≪삼봉집≫ 따위가 있다."
