"word" "definition"
"고온^현미경" "높은 온도에서 물체의 표면이나 상태 변화를 관찰하는 데 쓰는 현미경. 주로 금속, 합금, 광물 따위를 관찰하는 데 쓰며 물체를 직접 가열하는 가열부와 관찰하는 광학계로 이루어져 있다."
