"word" "definition"
"십승^관법" "천태종에서, 삼제(三諦)의 묘한 이치를 깨달아 얻는 열 가지 관법. 관부사의경(觀不思議境), 발진정보리심(發眞正菩提心), 선교안심지관(善巧安心止觀), 파법변(破法遍), 식통색(識通塞), 도품조적(道品調適), 대치조개(對治助開), 지차위(知次位), 능안인(能安忍), 무법애(無法愛)이다. ≒지관 십승."
